year,scenario,gas,value
2076,SSP1-2.6,rf_co2_wm2,2.7775150626414202
2077,SSP1-2.6,rf_co2_wm2,2.775781053833359
2078,SSP1-2.6,rf_co2_wm2,2.7807119413341326
2079,SSP1-2.6,rf_co2_wm2,2.7681857763536994
2080,SSP1-2.6,rf_co2_wm2,2.757068974474684
2081,SSP1-2.6,rf_co2_wm2,2.747757979085697
2082,SSP1-2.6,rf_co2_wm2,2.738616717685699
2083,SSP1-2.6,rf_co2_wm2,2.735250159733504
2084,SSP1-2.6,rf_co2_wm2,2.710939933658199
2085,SSP1-2.6,rf_co2_wm2,2.693388810934051
2086,SSP1-2.6,rf_co2_wm2,2.6991017858593582
2087,SSP1-2.6,rf_co2_wm2,2.6894237531907796
2088,SSP1-2.6,rf_co2_wm2,2.6714342143654646
2089,SSP1-2.6,rf_co2_wm2,2.658507924028511
2090,SSP1-2.6,rf_co2_wm2,2.651356411480001
2091,SSP1-2.6,rf_co2_wm2,2.6380734769813965
2092,SSP1-2.6,rf_co2_wm2,2.62074671071205
2093,SSP1-2.6,rf_co2_wm2,2.6119591737901553
2094,SSP1-2.6,rf_co2_wm2,2.591569071326592
2095,SSP1-2.6,rf_co2_wm2,2.573124067433119
2096,SSP1-2.6,rf_co2_wm2,2.562298341639482
2097,SSP1-2.6,rf_co2_wm2,2.5551024318383444
2098,SSP1-2.6,rf_co2_wm2,2.545263238649735
2099,SSP1-2.6,rf_co2_wm2,2.531309085480206
2100,SSP1-2.6,rf_co2_wm2,2.5209505201637947
2015,SSP2-4.5,rf_co2_wm2,1.8359382440136485
2016,SSP2-4.5,rf_co2_wm2,1.864172739143664
2017,SSP2-4.5,rf_co2_wm2,1.906897695319622
2018,SSP2-4.5,rf_co2_wm2,1.9419399810744988
2019,SSP2-4.5,rf_co2_wm2,1.990388435688575
2020,SSP2-4.5,rf_co2_wm2,2.0124776492278293
2021,SSP2-4.5,rf_co2_wm2,2.0387131176344733
2022,SSP2-4.5,rf_co2_wm2,2.08185665943533
2023,SSP2-4.5,rf_co2_wm2,2.1232607547140603
2024,SSP2-4.5,rf_co2_wm2,2.165116273462338
2025,SSP2-4.5,rf_co2_wm2,2.1919567371176334
2026,SSP2-4.5,rf_co2_wm2,2.2334735876854155
2027,SSP2-4.5,rf_co2_wm2,2.2695094817594037
2028,SSP2-4.5,rf_co2_wm2,2.3065685993961575
2029,SSP2-4.5,rf_co2_wm2,2.3361917902648206
2030,SSP2-4.5,rf_co2_wm2,2.379705861370113
2031,SSP2-4.5,rf_co2_wm2,2.4129273241760605
2032,SSP2-4.5,rf_co2_wm2,2.4464999396967855
2033,SSP2-4.5,rf_co2_wm2,2.4812863371046916
2034,SSP2-4.5,rf_co2_wm2,2.5170676494434856
2035,SSP2-4.5,rf_co2_wm2,2.5532122075464287
2036,SSP2-4.5,rf_co2_wm2,2.5932554845588807
2037,SSP2-4.5,rf_co2_wm2,2.633659837924819
2038,SSP2-4.5,rf_co2_wm2,2.6681810680990217
2039,SSP2-4.5,rf_co2_wm2,2.7060263811159566
2040,SSP2-4.5,rf_co2_wm2,2.7362064430250714
2041,SSP2-4.5,rf_co2_wm2,2.7727934473000375
2042,SSP2-4.5,rf_co2_wm2,2.80856986144118
2043,SSP2-4.5,rf_co2_wm2,2.8459114381797788
2044,SSP2-4.5,rf_co2_wm2,2.8812220814974285
2045,SSP2-4.5,rf_co2_wm2,2.9148644194552116
2046,SSP2-4.5,rf_co2_wm2,2.946932829807954
2047,SSP2-4.5,rf_co2_wm2,2.9825435934670717
2048,SSP2-4.5,rf_co2_wm2,3.009891202602449
2049,SSP2-4.5,rf_co2_wm2,3.0493871465515796
2050,SSP2-4.5,rf_co2_wm2,3.0842386996186297
2051,SSP2-4.5,rf_co2_wm2,3.1135451306637205
2052,SSP2-4.5,rf_co2_wm2,3.150620442591821
2053,SSP2-4.5,rf_co2_wm2,3.190442896794235
2054,SSP2-4.5,rf_co2_wm2,3.2248258074130436
2055,SSP2-4.5,rf_co2_wm2,3.2519160737228856
2056,SSP2-4.5,rf_co2_wm2,3.290189838848901
2057,SSP2-4.5,rf_co2_wm2,3.318376195498069
2058,SSP2-4.5,rf_co2_wm2,3.3368525485984315
2059,SSP2-4.5,rf_co2_wm2,3.3644817774792886
2060,SSP2-4.5,rf_co2_wm2,3.4046095814102184
2061,SSP2-4.5,rf_co2_wm2,3.4352112728807507
2062,SSP2-4.5,rf_co2_wm2,3.466246840362358
2063,SSP2-4.5,rf_co2_wm2,3.492060921130708
2064,SSP2-4.5,rf_co2_wm2,3.527901690254057
2065,SSP2-4.5,rf_co2_wm2,3.5486409577435136
2066,SSP2-4.5,rf_co2_wm2,3.5687903961824428
2067,SSP2-4.5,rf_co2_wm2,3.6012273690467285
2068,SSP2-4.5,rf_co2_wm2,3.629329930424443
2069,SSP2-4.5,rf_co2_wm2,3.6539251075658155
2070,SSP2-4.5,rf_co2_wm2,3.6718785740782134
2071,SSP2-4.5,rf_co2_wm2,3.6906841509648545
2072,SSP2-4.5,rf_co2_wm2,3.722776715177009
2073,SSP2-4.5,rf_co2_wm2,3.7519697184243395
2074,SSP2-4.5,rf_co2_wm2,3.7706998401259213
2075,SSP2-4.5,rf_co2_wm2,3.7942090095257237
2076,SSP2-4.5,rf_co2_wm2,3.8220835231236734
2077,SSP2-4.5,rf_co2_wm2,3.8375524134301644
2078,SSP2-4.5,rf_co2_wm2,3.849989593612625
2079,SSP2-4.5,rf_co2_wm2,3.86687340633849
2080,SSP2-4.5,rf_co2_wm2,3.8899646048922483
2081,SSP2-4.5,rf_co2_wm2,3.9015862798238605
2082,SSP2-4.5,rf_co2_wm2,3.9208698480539526
2083,SSP2-4.5,rf_co2_wm2,3.9420970155295203
2084,SSP2-4.5,rf_co2_wm2,3.9512364514858858
2085,SSP2-4.5,rf_co2_wm2,3.9628592663214692
2086,SSP2-4.5,rf_co2_wm2,3.991049874828272
2087,SSP2-4.5,rf_co2_wm2,3.995326099409806
2088,SSP2-4.5,rf_co2_wm2,4.0000088885014256
2089,SSP2-4.5,rf_co2_wm2,4.024677527783425
2090,SSP2-4.5,rf_co2_wm2,4.033538258520626
2091,SSP2-4.5,rf_co2_wm2,4.031528944048411
2092,SSP2-4.5,rf_co2_wm2,4.042990870498355
2093,SSP2-4.5,rf_co2_wm2,4.057123419268965
2094,SSP2-4.5,rf_co2_wm2,4.054148784710206
2095,SSP2-4.5,rf_co2_wm2,4.062856575621262
2096,SSP2-4.5,rf_co2_wm2,4.060279444821903
2097,SSP2-4.5,rf_co2_wm2,4.063327132261057
2098,SSP2-4.5,rf_co2_wm2,4.0860183301006865
2099,SSP2-4.5,rf_co2_wm2,4.081290851259022
2100,SSP2-4.5,rf_co2_wm2,4.082915884449723
2015,SSP3-7.0,rf_co2_wm2,1.836517702932152
2016,SSP3-7.0,rf_co2_wm2,1.8718128266377008
2017,SSP3-7.0,rf_co2_wm2,1.9161143248528827
2018,SSP3-7.0,rf_co2_wm2,1.952813590285275
2019,SSP3-7.0,rf_co2_wm2,1.9758937044855704
2020,SSP3-7.0,rf_co2_wm2,2.0106562169574724
2021,SSP3-7.0,rf_co2_wm2,2.0536020614707766
2022,SSP3-7.0,rf_co2_wm2,2.0988613631361934
2023,SSP3-7.0,rf_co2_wm2,2.131812841266105
2024,SSP3-7.0,rf_co2_wm2,2.1688676689713278
2025,SSP3-7.0,rf_co2_wm2,2.225628082790949
2026,SSP3-7.0,rf_co2_wm2,2.2667548377915323
2027,SSP3-7.0,rf_co2_wm2,2.3016322039232695
2028,SSP3-7.0,rf_co2_wm2,2.351050603691158
2029,SSP3-7.0,rf_co2_wm2,2.40029873824079
2030,SSP3-7.0,rf_co2_wm2,2.447862967120711
2031,SSP3-7.0,rf_co2_wm2,2.481018932643007
2032,SSP3-7.0,rf_co2_wm2,2.532951227566094
2033,SSP3-7.0,rf_co2_wm2,2.5852751740335753
2034,SSP3-7.0,rf_co2_wm2,2.6335178401643913
2035,SSP3-7.0,rf_co2_wm2,2.6756686092462685
2036,SSP3-7.0,rf_co2_wm2,2.7211891338487275
2037,SSP3-7.0,rf_co2_wm2,2.7682255033691128
2038,SSP3-7.0,rf_co2_wm2,2.8170489612279708
2039,SSP3-7.0,rf_co2_wm2,2.8592181648697124
2040,SSP3-7.0,rf_co2_wm2,2.9024928819555895
2041,SSP3-7.0,rf_co2_wm2,2.954797448791261
2042,SSP3-7.0,rf_co2_wm2,3.011820065799704
2043,SSP3-7.0,rf_co2_wm2,3.0566584039534797
2044,SSP3-7.0,rf_co2_wm2,3.09887279330386
2045,SSP3-7.0,rf_co2_wm2,3.1537823815045805
2046,SSP3-7.0,rf_co2_wm2,3.2017697539688816
2047,SSP3-7.0,rf_co2_wm2,3.249331185386106
2048,SSP3-7.0,rf_co2_wm2,3.3053951711456415
2049,SSP3-7.0,rf_co2_wm2,3.352447402685271
2050,SSP3-7.0,rf_co2_wm2,3.3921290674576015
2051,SSP3-7.0,rf_co2_wm2,3.4540624784458447
2052,SSP3-7.0,rf_co2_wm2,3.5028035478721122
2053,SSP3-7.0,rf_co2_wm2,3.5468369987311865
2054,SSP3-7.0,rf_co2_wm2,3.5952745115775113
2055,SSP3-7.0,rf_co2_wm2,3.6337125731021254
2056,SSP3-7.0,rf_co2_wm2,3.683593132246723
2057,SSP3-7.0,rf_co2_wm2,3.7415950733796213
2058,SSP3-7.0,rf_co2_wm2,3.793688994539185
2059,SSP3-7.0,rf_co2_wm2,3.8413209583209653
2060,SSP3-7.0,rf_co2_wm2,3.89720278009557
2061,SSP3-7.0,rf_co2_wm2,3.950784630762082
2062,SSP3-7.0,rf_co2_wm2,4.005262716722981
2063,SSP3-7.0,rf_co2_wm2,4.044678881485561
2064,SSP3-7.0,rf_co2_wm2,4.090745776953237
2065,SSP3-7.0,rf_co2_wm2,4.149194637377034
2066,SSP3-7.0,rf_co2_wm2,4.192038626340323
2067,SSP3-7.0,rf_co2_wm2,4.236387346654676
2068,SSP3-7.0,rf_co2_wm2,4.289845053225543
2069,SSP3-7.0,rf_co2_wm2,4.3505497104949935
2070,SSP3-7.0,rf_co2_wm2,4.399358917901996
2071,SSP3-7.0,rf_co2_wm2,4.440336709694226
2072,SSP3-7.0,rf_co2_wm2,4.49123198784625
2073,SSP3-7.0,rf_co2_wm2,4.546385659551458
2074,SSP3-7.0,rf_co2_wm2,4.600698197310794
2075,SSP3-7.0,rf_co2_wm2,4.643139984672549
2076,SSP3-7.0,rf_co2_wm2,4.6887657267212886
2077,SSP3-7.0,rf_co2_wm2,4.736393582729333
2078,SSP3-7.0,rf_co2_wm2,4.792198565058195
2079,SSP3-7.0,rf_co2_wm2,4.843353870016678
2080,SSP3-7.0,rf_co2_wm2,4.89416245189851
2081,SSP3-7.0,rf_co2_wm2,4.946577468019628
2082,SSP3-7.0,rf_co2_wm2,5.000857747338191
2083,SSP3-7.0,rf_co2_wm2,5.051424075950642
2084,SSP3-7.0,rf_co2_wm2,5.10115578825013
2085,SSP3-7.0,rf_co2_wm2,5.154497566857137
2086,SSP3-7.0,rf_co2_wm2,5.213502684793535
2087,SSP3-7.0,rf_co2_wm2,5.265275451431809
2088,SSP3-7.0,rf_co2_wm2,5.316389857392414
2089,SSP3-7.0,rf_co2_wm2,5.362216696648542
2090,SSP3-7.0,rf_co2_wm2,5.410130388881038
2091,SSP3-7.0,rf_co2_wm2,5.460072091448362
2092,SSP3-7.0,rf_co2_wm2,5.504972899472707
2093,SSP3-7.0,rf_co2_wm2,5.557199750473552
2094,SSP3-7.0,rf_co2_wm2,5.620236680986008
2095,SSP3-7.0,rf_co2_wm2,5.663444308801403
2096,SSP3-7.0,rf_co2_wm2,5.717033804616371
2097,SSP3-7.0,rf_co2_wm2,5.769953384621618
2098,SSP3-7.0,rf_co2_wm2,5.817196277347838
2099,SSP3-7.0,rf_co2_wm2,5.86945134689961
2100,SSP3-7.0,rf_co2_wm2,5.920852793656775
2015,SSP5-8.5,rf_co2_wm2,1.8349370111804995
2016,SSP5-8.5,rf_co2_wm2,1.8654442957371697
2017,SSP5-8.5,rf_co2_wm2,1.9067116081291777
2018,SSP5-8.5,rf_co2_wm2,1.938915349774365
2019,SSP5-8.5,rf_co2_wm2,1.9780040402187988
2020,SSP5-8.5,rf_co2_wm2,2.010826206605466
2021,SSP5-8.5,rf_co2_wm2,2.0526968624204915
2022,SSP5-8.5,rf_co2_wm2,2.0953202281142733
2023,SSP5-8.5,rf_co2_wm2,2.1302109416813058
2024,SSP5-8.5,rf_co2_wm2,2.1698408686689725
2025,SSP5-8.5,rf_co2_wm2,2.2146291970879846
2026,SSP5-8.5,rf_co2_wm2,2.262793795429422
2027,SSP5-8.5,rf_co2_wm2,2.301927913839158
2028,SSP5-8.5,rf_co2_wm2,2.347933128851173
2029,SSP5-8.5,rf_co2_wm2,2.406769703338241
2030,SSP5-8.5,rf_co2_wm2,2.444205169994722
2031,SSP5-8.5,rf_co2_wm2,2.4844037158166863
2032,SSP5-8.5,rf_co2_wm2,2.5385373242605325
2033,SSP5-8.5,rf_co2_wm2,2.5890287518887134
2034,SSP5-8.5,rf_co2_wm2,2.634529441108481
2035,SSP5-8.5,rf_co2_wm2,2.681727473936548
2036,SSP5-8.5,rf_co2_wm2,2.738551718189296
2037,SSP5-8.5,rf_co2_wm2,2.8020503670841834
2038,SSP5-8.5,rf_co2_wm2,2.850331250558775
2039,SSP5-8.5,rf_co2_wm2,2.8990963121984263
2040,SSP5-8.5,rf_co2_wm2,2.9610634011813364
2041,SSP5-8.5,rf_co2_wm2,3.014729715643267
2042,SSP5-8.5,rf_co2_wm2,3.0767105412598266
2043,SSP5-8.5,rf_co2_wm2,3.1420298426372875
2044,SSP5-8.5,rf_co2_wm2,3.2033741166526895
2045,SSP5-8.5,rf_co2_wm2,3.2683452721473314
2046,SSP5-8.5,rf_co2_wm2,3.3262344597239926
2047,SSP5-8.5,rf_co2_wm2,3.378619907906233
2048,SSP5-8.5,rf_co2_wm2,3.4424498529500718
2049,SSP5-8.5,rf_co2_wm2,3.514792112466024
2050,SSP5-8.5,rf_co2_wm2,3.574521943785298
2051,SSP5-8.5,rf_co2_wm2,3.6329804876372314
2052,SSP5-8.5,rf_co2_wm2,3.706222816756858
2053,SSP5-8.5,rf_co2_wm2,3.7779394288196952
2054,SSP5-8.5,rf_co2_wm2,3.839410917369473
2055,SSP5-8.5,rf_co2_wm2,3.914240766648448
2056,SSP5-8.5,rf_co2_wm2,3.9742567880202833
2057,SSP5-8.5,rf_co2_wm2,4.042574354478821
2058,SSP5-8.5,rf_co2_wm2,4.1171315847548655
2059,SSP5-8.5,rf_co2_wm2,4.19745012221793
2060,SSP5-8.5,rf_co2_wm2,4.2614678034283315
2061,SSP5-8.5,rf_co2_wm2,4.338097471059974
2062,SSP5-8.5,rf_co2_wm2,4.419684300316669
2063,SSP5-8.5,rf_co2_wm2,4.492306099737002
2064,SSP5-8.5,rf_co2_wm2,4.577083841509163
2065,SSP5-8.5,rf_co2_wm2,4.648632572158313
2066,SSP5-8.5,rf_co2_wm2,4.717290955155256
2067,SSP5-8.5,rf_co2_wm2,4.796729103941644
2068,SSP5-8.5,rf_co2_wm2,4.873350480182365
2069,SSP5-8.5,rf_co2_wm2,4.9544588078014025
2070,SSP5-8.5,rf_co2_wm2,5.035398942637434
2071,SSP5-8.5,rf_co2_wm2,5.1240729017288045
2072,SSP5-8.5,rf_co2_wm2,5.196346120020433
2073,SSP5-8.5,rf_co2_wm2,5.272083087106187
2074,SSP5-8.5,rf_co2_wm2,5.361491284079738
2075,SSP5-8.5,rf_co2_wm2,5.442025965733406
2076,SSP5-8.5,rf_co2_wm2,5.5101863725791995
2077,SSP5-8.5,rf_co2_wm2,5.590106445750301
2078,SSP5-8.5,rf_co2_wm2,5.674200365513183
2079,SSP5-8.5,rf_co2_wm2,5.75669401435348
2080,SSP5-8.5,rf_co2_wm2,5.836768460644784
2081,SSP5-8.5,rf_co2_wm2,5.923119586315485
2082,SSP5-8.5,rf_co2_wm2,6.013827475791924
2083,SSP5-8.5,rf_co2_wm2,6.083146928627502
2084,SSP5-8.5,rf_co2_wm2,6.16019675920231
2085,SSP5-8.5,rf_co2_wm2,6.238630340723477
2086,SSP5-8.5,rf_co2_wm2,6.320715156907829
2087,SSP5-8.5,rf_co2_wm2,6.39571600629295
2088,SSP5-8.5,rf_co2_wm2,6.462958859485661
2089,SSP5-8.5,rf_co2_wm2,6.546415230213191
2090,SSP5-8.5,rf_co2_wm2,6.624302086190169
2091,SSP5-8.5,rf_co2_wm2,6.7005045450269165
2092,SSP5-8.5,rf_co2_wm2,6.776928967181784
2093,SSP5-8.5,rf_co2_wm2,6.848790233927447
2094,SSP5-8.5,rf_co2_wm2,6.918011946996966
2095,SSP5-8.5,rf_co2_wm2,6.985582424383833
2096,SSP5-8.5,rf_co2_wm2,7.0614058619556666
2097,SSP5-8.5,rf_co2_wm2,7.125422009573617
2098,SSP5-8.5,rf_co2_wm2,7.194236475451775
2099,SSP5-8.5,rf_co2_wm2,7.270505042875046
2100,SSP5-8.5,rf_co2_wm2,7.331081775953195
